行政区划代码,省,市,县/区,省代码,市代码,县/区代码,
310118,上海市,上海市,青浦区,31,01,18,
310120,上海市,上海市,奉贤区,31,01,20,
310151,上海市,上海市,崇明区,31,01,51,
320102,江苏省,南京市,玄武区,32,01,02,
320104,江苏省,南京市,秦淮区,32,01,04,
320105,江苏省,南京市,建邺区,32,01,05,
320106,江苏省,南京市,鼓楼区,32,01,06,
320111,江苏省,南京市,浦口区,32,01,11,
320113,江苏省,南京市,栖霞区,32,01,13,
320114,江苏省,南京市,雨花台区,32,01,14,
320115,江苏省,南京市,江宁区,32,01,15,
320116,江苏省,南京市,六合区,32,01,16,
320117,江苏省,南京市,溧水区,32,01,17,
320118,江苏省,南京市,高淳区,32,01,18,
320205,江苏省,无锡市,锡山区,32,02,05,
320206,江苏省,无锡市,惠山区,32,02,06,
320211,江苏省,无锡市,滨湖区,32,02,11,
320213,江苏省,无锡市,梁溪区,32,02,13,
320214,江苏省,无锡市,新吴区,32,02,14,
320281,江苏省,无锡市,江阴市,32,02,81,
320282,江苏省,无锡市,宜兴市,32,02,82,
320302,江苏省,徐州市,鼓楼区,32,03,02,
320303,江苏省,徐州市,云龙区,32,03,03,
320305,江苏省,徐州市,贾汪区,32,03,05,
320311,江苏省,徐州市,泉山区,32,03,11,
320312,江苏省,徐州市,铜山区,32,03,12,
320321,江苏省,徐州市,丰县,32,03,21,
320322,江苏省,徐州市,沛县,32,03,22,
320324,江苏省,徐州市,睢宁县,32,03,24,
320381,江苏省,徐州市,新沂市,32,03,81,
320382,江苏省,徐州市,邳州市,32,03,82,
320402,江苏省,常州市,天宁区,32,04,02,
320404,江苏省,常州市,钟楼区,32,04,04,
320411,江苏省,常州市,新北区,32,04,11,
320412,江苏省,常州市,武进区,32,04,12,
320413,江苏省,常州市,金坛区,32,04,13,
320481,江苏省,常州市,溧阳市,32,04,81,
320505,江苏省,苏州市,虎丘区,32,05,05,
320506,江苏省,苏州市,吴中区,32,05,06,
320507,江苏省,苏州市,相城区,32,05,07,
320508,江苏省,苏州市,姑苏区,32,05,08,
320509,江苏省,苏州市,吴江区,32,05,09,
320581,江苏省,苏州市,常熟市,32,05,81,
320582,江苏省,苏州市,张家港市,32,05,82,
320583,江苏省,苏州市,昆山市,32,05,83,
320585,江苏省,苏州市,太仓市,32,05,85,
320612,江苏省,南通市,通州区,32,06,12,
320613,江苏省,南通市,崇川区,32,06,13,
320614,江苏省,南通市,海门区,32,06,14,
320623,江苏省,南通市,如东县,32,06,23,
320681,江苏省,南通市,启东市,32,06,81,
320682,江苏省,南通市,如皋市,32,06,82,
320685,江苏省,南通市,海安市,32,06,85,
320703,江苏省,连云港市,连云区,32,07,03,
320706,江苏省,连云港市,海州区,32,07,06,
320707,江苏省,连云港市,赣榆区,32,07,07,
320722,江苏省,连云港市,东海县,32,07,22,
320723,江苏省,连云港市,灌云县,32,07,23,
320724,江苏省,连云港市,灌南县,32,07,24,
320803,江苏省,淮安市,淮安区,32,08,03,
320804,江苏省,淮安市,淮阴区,32,08,04,
320812,江苏省,淮安市,清江浦区,32,08,12,
320813,江苏省,淮安市,洪泽区,32,08,13,
320826,江苏省,淮安市,涟水县,32,08,26,
320830,江苏省,淮安市,盱眙县,32,08,30,
320831,江苏省,淮安市,金湖县,32,08,31,
320902,江苏省,盐城市,亭湖区,32,09,02,
320903,江苏省,盐城市,盐都区,32,09,03,
320904,江苏省,盐城市,大丰区,32,09,04,
320921,江苏省,盐城市,响水县,32,09,21,
320922,江苏省,盐城市,滨海县,32,09,22,
320923,江苏省,盐城市,阜宁县,32,09,23,
320924,江苏省,盐城市,射阳县,32,09,24,
320925,江苏省,盐城市,建湖县,32,09,25,
320981,江苏省,盐城市,东台市,32,09,81,
321002,江苏省,扬州市,广陵区,32,10,02,
321003,江苏省,扬州市,邗江区,32,10,03,
321012,江苏省,扬州市,江都区,32,10,12,
321023,江苏省,扬州市,宝应县,32,10,23,
321081,江苏省,扬州市,仪征市,32,10,81,
321084,江苏省,扬州市,高邮市,32,10,84,
321102,江苏省,镇江市,京口区,32,11,02,
321111,江苏省,镇江市,润州区,32,11,11,
321112,江苏省,镇江市,丹徒区,32,11,12,
321181,江苏省,镇江市,丹阳市,32,11,81,
321182,江苏省,镇江市,扬中市,32,11,82,
321183,江苏省,镇江市,句容市,32,11,83,
321202,江苏省,泰州市,海陵区,32,12,02,
321203,江苏省,泰州市,高港区,32,12,03,
321204,江苏省,泰州市,姜堰区,32,12,04,
321281,江苏省,泰州市,兴化市,32,12,81,
321282,江苏省,泰州市,靖江市,32,12,82,
321283,江苏省,泰州市,泰兴市,32,12,83,
321302,江苏省,宿迁市,宿城区,32,13,02,
321311,江苏省,宿迁市,宿豫区,32,13,11,
321322,江苏省,宿迁市,沭阳县,32,13,22,
321323,江苏省,宿迁市,泗阳县,32,13,23,
321324,江苏省,宿迁市,泗洪县,32,13,24,
330102,浙江省,杭州市,上城区,33,01,02,
330103,浙江省,杭州市,下城区,33,01,03,
330104,浙江省,杭州市,江干区,33,01,04,
330105,浙江省,杭州市,拱墅区,33,01,05,
330106,浙江省,杭州市,西湖区,33,01,06,
330108,浙江省,杭州市,滨江区,33,01,08,
330109,浙江省,杭州市,萧山区,33,01,09,
330110,浙江省,杭州市,余杭区,33,01,10,
330111,浙江省,杭州市,富阳区,33,01,11,
330112,浙江省,杭州市,临安区,33,01,12,
330122,浙江省,杭州市,桐庐县,33,01,22,
330127,浙江省,杭州市,淳安县,33,01,27,
330182,浙江省,杭州市,建德市,33,01,82,
330203,浙江省,宁波市,海曙区,33,02,03,
330205,浙江省,宁波市,江北区,33,02,05,
330206,浙江省,宁波市,北仑区,33,02,06,
330211,浙江省,宁波市,镇海区,33,02,11,
330212,浙江省,宁波市,鄞州区,33,02,12,
330213,浙江省,宁波市,奉化区,33,02,13,
330225,浙江省,宁波市,象山县,33,02,25,
330226,浙江省,宁波市,宁海县,33,02,26,
330281,浙江省,宁波市,余姚市,33,02,81,
330282,浙江省,宁波市,慈溪市,33,02,82,
330302,浙江省,温州市,鹿城区,33,03,02,
330303,浙江省,温州市,龙湾区,33,03,03,
330304,浙江省,温州市,瓯海区,33,03,04,
330305,浙江省,温州市,洞头区,33,03,05,
330324,浙江省,温州市,永嘉县,33,03,24,
330326,浙江省,温州市,平阳县,33,03,26,
330327,浙江省,温州市,苍南县,33,03,27,
330328,浙江省,温州市,文成县,33,03,28,
330329,浙江省,温州市,泰顺县,33,03,29,
330381,浙江省,温州市,瑞安市,33,03,81,
330382,浙江省,温州市,乐清市,33,03,82,
330383,浙江省,温州市,龙港市,33,03,83,
330402,浙江省,嘉兴市,南湖区,33,04,02,
330411,浙江省,嘉兴市,秀洲区,33,04,11,
330421,浙江省,嘉兴市,嘉善县,33,04,21,
330424,浙江省,嘉兴市,海盐县,33,04,24,
330481,浙江省,嘉兴市,海宁市,33,04,81,
330482,浙江省,嘉兴市,平湖市,33,04,82,
330483,浙江省,嘉兴市,桐乡市,33,04,83,
330502,浙江省,湖州市,吴兴区,33,05,02,
330503,浙江省,湖州市,南浔区,33,05,03,
330521,浙江省,湖州市,德清县,33,05,21,
330522,浙江省,湖州市,长兴县,33,05,22,
330523,浙江省,湖州市,安吉县,33,05,23,
330602,浙江省,绍兴市,越城区,33,06,02,
330603,浙江省,绍兴市,柯桥区,33,06,03,
330604,浙江省,绍兴市,上虞区,33,06,04,
330624,浙江省,绍兴市,新昌县,33,06,24,
330681,浙江省,绍兴市,诸暨市,33,06,81,
330683,浙江省,绍兴市,嵊州市,33,06,83,
330702,浙江省,金华市,婺城区,33,07,02,
330703,浙江省,金华市,金东区,33,07,03,
330723,浙江省,金华市,武义县,33,07,23,
330726,浙江省,金华市,浦江县,33,07,26,
330727,浙江省,金华市,磐安县,33,07,27,
330781,浙江省,金华市,兰溪市,33,07,81,
330782,浙江省,金华市,义乌市,33,07,82,
330783,浙江省,金华市,东阳市,33,07,83,
330784,浙江省,金华市,永康市,33,07,84,
330802,浙江省,衢州市,柯城区,33,08,02,
330803,浙江省,衢州市,衢江区,33,08,03,
330822,浙江省,衢州市,常山县,33,08,22,
330824,浙江省,衢州市,开化县,33,08,24,
330825,浙江省,衢州市,龙游县,33,08,25,
330881,浙江省,衢州市,江山市,33,08,81,
330902,浙江省,舟山市,定海区,33,09,02,
330903,浙江省,舟山市,普陀区,33,09,03,
330921,浙江省,舟山市,岱山县,33,09,21,
330922,浙江省,舟山市,嵊泗县,33,09,22,
331002,浙江省,台州市,椒江区,33,10,02,
331003,浙江省,台州市,黄岩区,33,10,03,
331004,浙江省,台州市,路桥区,33,10,04,
331022,浙江省,台州市,三门县,33,10,22,
331023,浙江省,台州市,天台县,33,10,23,
331024,浙江省,台州市,仙居县,33,10,24,
331081,浙江省,台州市,温岭市,33,10,81,
331082,浙江省,台州市,临海市,33,10,82,
331083,浙江省,台州市,玉环市,33,10,83,
331102,浙江省,丽水市,莲都区,33,11,02,
331121,浙江省,丽水市,青田县,33,11,21,
331122,浙江省,丽水市,缙云县,33,11,22,
331123,浙江省,丽水市,遂昌县,33,11,23,
331124,浙江省,丽水市,松阳县,33,11,24,
331125,浙江省,丽水市,云和县,33,11,25,
331126,浙江省,丽水市,庆元县,33,11,26,
331127,浙江省,丽水市,景宁畲族自治县,33,11,27,
331181,浙江省,丽水市,龙泉市,33,11,81,
340102,安徽省,合肥市,瑶海区,34,01,02,
340103,安徽省,合肥市,庐阳区,34,01,03,
340104,安徽省,合肥市,蜀山区,34,01,04,
340111,安徽省,合肥市,包河区,34,01,11,
340121,安徽省,合肥市,长丰县,34,01,21,
340122,安徽省,合肥市,肥东县,34,01,22,
340123,安徽省,合肥市,肥西县,34,01,23,
340124,安徽省,合肥市,庐江县,34,01,24,
340181,安徽省,合肥市,巢湖市,34,01,81,
340202,安徽省,芜湖市,镜湖区,34,02,02,
340207,安徽省,芜湖市,鸠江区,34,02,07,
340209,安徽省,芜湖市,弋江区,34,02,09,
340210,安徽省,芜湖市,湾沚区,34,02,10,
340212,安徽省,芜湖市,繁昌区,34,02,12,
340223,安徽省,芜湖市,南陵县,34,02,23,
340281,安徽省,芜湖市,无为市,34,02,81,
340302,安徽省,蚌埠市,龙子湖区,34,03,02,
340303,安徽省,蚌埠市,蚌山区,34,03,03,
340304,安徽省,蚌埠市,禹会区,34,03,04,
340311,安徽省,蚌埠市,淮上区,34,03,11,
340321,安徽省,蚌埠市,怀远县,34,03,21,
340322,安徽省,蚌埠市,五河县,34,03,22,
340323,安徽省,蚌埠市,固镇县,34,03,23,
340402,安徽省,淮南市,大通区,34,04,02,
340403,安徽省,淮南市,田家庵区,34,04,03,
340404,安徽省,淮南市,谢家集区,34,04,04,
340405,安徽省,淮南市,八公山区,34,04,05,
340406,安徽省,淮南市,潘集区,34,04,06,
340421,安徽省,淮南市,凤台县,34,04,21,
340422,安徽省,淮南市,寿县,34,04,22,
340503,安徽省,马鞍山市,花山区,34,05,03,
340504,安徽省,马鞍山市,雨山区,34,05,04,
340506,安徽省,马鞍山市,博望区,34,05,06,
340521,安徽省,马鞍山市,当涂县,34,05,21,
340522,安徽省,马鞍山市,含山县,34,05,22,
340523,安徽省,马鞍山市,和县,34,05,23,
340602,安徽省,淮北市,杜集区,34,06,02,
340603,安徽省,淮北市,相山区,34,06,03,
340604,安徽省,淮北市,烈山区,34,06,04,
340621,安徽省,淮北市,濉溪县,34,06,21,
340705,安徽省,铜陵市,铜官区,34,07,05,
340706,安徽省,铜陵市,义安区,34,07,06,
340711,安徽省,铜陵市,郊区,34,07,11,
340722,安徽省,铜陵市,枞阳县,34,07,22,
340802,安徽省,安庆市,迎江区,34,08,02,
340803,安徽省,安庆市,大观区,34,08,03,
340811,安徽省,安庆市,宜秀区,34,08,11,
340822,安徽省,安庆市,怀宁县,34,08,22,
340825,安徽省,安庆市,太湖县,34,08,25,
340826,安徽省,安庆市,宿松县,34,08,26,
340827,安徽省,安庆市,望江县,34,08,27,
340828,安徽省,安庆市,岳西县,34,08,28,
340881,安徽省,安庆市,桐城市,34,08,81,
340882,安徽省,安庆市,潜山市,34,08,82,
341002,安徽省,黄山市,屯溪区,34,10,02,
341003,安徽省,黄山市,黄山区,34,10,03,
341004,安徽省,黄山市,徽州区,34,10,04,
341021,安徽省,黄山市,歙县,34,10,21,
341022,安徽省,黄山市,休宁县,34,10,22,
341023,安徽省,黄山市,黟县,34,10,23,
341024,安徽省,黄山市,祁门县,34,10,24,
341102,安徽省,滁州市,琅琊区,34,11,02,
341103,安徽省,滁州市,南谯区,34,11,03,
341122,安徽省,滁州市,来安县,34,11,22,
341124,安徽省,滁州市,全椒县,34,11,24,
341125,安徽省,滁州市,定远县,34,11,25,
341126,安徽省,滁州市,凤阳县,34,11,26,
341181,安徽省,滁州市,天长市,34,11,81,
341182,安徽省,滁州市,明光市,34,11,82,
341202,安徽省,阜阳市,颍州区,34,12,02,
341203,安徽省,阜阳市,颍东区,34,12,03,
341204,安徽省,阜阳市,颍泉区,34,12,04,
341221,安徽省,阜阳市,临泉县,34,12,21,
341222,安徽省,阜阳市,太和县,34,12,22,
341225,安徽省,阜阳市,阜南县,34,12,25,
341226,安徽省,阜阳市,颍上县,34,12,26,
341282,安徽省,阜阳市,界首市,34,12,82,
341302,安徽省,宿州市,埇桥区,34,13,02,
341321,安徽省,宿州市,砀山县,34,13,21,
341322,安徽省,宿州市,萧县,34,13,22,
341323,安徽省,宿州市,灵璧县,34,13,23,
341324,安徽省,宿州市,泗县,34,13,24,
341502,安徽省,六安市,金安区,34,15,02,
341503,安徽省,六安市,裕安区,34,15,03,
341504,安徽省,六安市,叶集区,34,15,04,
341522,安徽省,六安市,霍邱县,34,15,22,
341523,安徽省,六安市,舒城县,34,15,23,
341524,安徽省,六安市,金寨县,34,15,24,
341525,安徽省,六安市,霍山县,34,15,25,
341602,安徽省,亳州市,谯城区,34,16,02,
341621,安徽省,亳州市,涡阳县,34,16,21,
341622,安徽省,亳州市,蒙城县,34,16,22,
341623,安徽省,亳州市,利辛县,34,16,23,
341702,安徽省,池州市,贵池区,34,17,02,
341721,安徽省,池州市,东至县,34,17,21,
341722,安徽省,池州市,石台县,34,17,22,
341723,安徽省,池州市,青阳县,34,17,23,
341802,安徽省,宣城市,宣州区,34,18,02,
341821,安徽省,宣城市,郎溪县,34,18,21,
341823,安徽省,宣城市,泾县,34,18,23,
341824,安徽省,宣城市,绩溪县,34,18,24,
341825,安徽省,宣城市,旌德县,34,18,25,
341881,安徽省,宣城市,宁国市,34,18,81,
341882,安徽省,宣城市,广德市,34,18,82,
350102,福建省,福州市,鼓楼区,35,01,02,
350103,福建省,福州市,台江区,35,01,03,
350104,福建省,福州市,仓山区,35,01,04,
350105,福建省,福州市,马尾区,35,01,05,
350111,福建省,福州市,晋安区,35,01,11,
350112,福建省,福州市,长乐区,35,01,12,
350121,福建省,福州市,闽侯县,35,01,21,
350122,福建省,福州市,连江县,35,01,22,
350123,福建省,福州市,罗源县,35,01,23,
350124,福建省,福州市,闽清县,35,01,24,
350125,福建省,福州市,永泰县,35,01,25,
350128,福建省,福州市,平潭县,35,01,28,
350181,福建省,福州市,福清市,35,01,81,
350203,福建省,厦门市,思明区,35,02,03,
350205,福建省,厦门市,海沧区,35,02,05,
350206,福建省,厦门市,湖里区,35,02,06,
350211,福建省,厦门市,集美区,35,02,11,
350212,福建省,厦门市,同安区,35,02,12,
350213,福建省,厦门市,翔安区,35,02,13,
350302,福建省,莆田市,城厢区,35,03,02,
350303,福建省,莆田市,涵江区,35,03,03,
350304,福建省,莆田市,荔城区,35,03,04,
350305,福建省,莆田市,秀屿区,35,03,05,
350322,福建省,莆田市,仙游县,35,03,22,
350402,福建省,三明市,梅列区,35,04,02,
350403,福建省,三明市,三元区,35,04,03,
350421,福建省,三明市,明溪县,35,04,21,
350423,福建省,三明市,清流县,35,04,23,
350424,福建省,三明市,宁化县,35,04,24,
350425,福建省,三明市,大田县,35,04,25,
350426,福建省,三明市,尤溪县,35,04,26,
350427,福建省,三明市,沙县,35,04,27,
350428,福建省,三明市,将乐县,35,04,28,
350429,福建省,三明市,泰宁县,35,04,29,
350430,福建省,三明市,建宁县,35,04,30,
350481,福建省,三明市,永安市,35,04,81,
350502,福建省,泉州市,鲤城区,35,05,02,
350503,福建省,泉州市,丰泽区,35,05,03,
350504,福建省,泉州市,洛江区,35,05,04,
350505,福建省,泉州市,泉港区,35,05,05,
350521,福建省,泉州市,惠安县,35,05,21,
350524,福建省,泉州市,安溪县,35,05,24,
350525,福建省,泉州市,永春县,35,05,25,
350526,福建省,泉州市,德化县,35,05,26,
350527,福建省,泉州市,金门县,35,05,27,
350581,福建省,泉州市,石狮市,35,05,81,
350582,福建省,泉州市,晋江市,35,05,82,
350583,福建省,泉州市,南安市,35,05,83,
350602,福建省,漳州市,芗城区,35,06,02,
350603,福建省,漳州市,龙文区,35,06,03,
350622,福建省,漳州市,云霄县,35,06,22,
350623,福建省,漳州市,漳浦县,35,06,23,
350624,福建省,漳州市,诏安县,35,06,24,
350625,福建省,漳州市,长泰县,35,06,25,
350626,福建省,漳州市,东山县,35,06,26,
350627,福建省,漳州市,南靖县,35,06,27,
350628,福建省,漳州市,平和县,35,06,28,
350629,福建省,漳州市,华安县,35,06,29,
350681,福建省,漳州市,龙海市,35,06,81,
350702,福建省,南平市,延平区,35,07,02,
350703,福建省,南平市,建阳区,35,07,03,
350721,福建省,南平市,顺昌县,35,07,21,
350722,福建省,南平市,浦城县,35,07,22,
350723,福建省,南平市,光泽县,35,07,23,
350724,福建省,南平市,松溪县,35,07,24,
350725,福建省,南平市,政和县,35,07,25,
350781,福建省,南平市,邵武市,35,07,81,
350782,福建省,南平市,武夷山市,35,07,82,
350783,福建省,南平市,建瓯市,35,07,83,
350802,福建省,龙岩市,新罗区,35,08,02,
350803,福建省,龙岩市,永定区,35,08,03,
350821,福建省,龙岩市,长汀县,35,08,21,
350823,福建省,龙岩市,上杭县,35,08,23,
350824,福建省,龙岩市,武平县,35,08,24,
350825,福建省,龙岩市,连城县,35,08,25,
350881,福建省,龙岩市,漳平市,35,08,81,
350902,福建省,宁德市,蕉城区,35,09,02,
350921,福建省,宁德市,霞浦县,35,09,21,
350922,福建省,宁德市,古田县,35,09,22,
350923,福建省,宁德市,屏南县,35,09,23,
350924,福建省,宁德市,寿宁县,35,09,24,
350925,福建省,宁德市,周宁县,35,09,25,
350926,福建省,宁德市,柘荣县,35,09,26,
350981,福建省,宁德市,福安市,35,09,81,
350982,福建省,宁德市,福鼎市,35,09,82,
360102,江西省,南昌市,东湖区,36,01,02,
360103,江西省,南昌市,西湖区,36,01,03,
360104,江西省,南昌市,青云谱区,36,01,04,
360111,江西省,南昌市,青山湖区,36,01,11,
360112,江西省,南昌市,新建区,36,01,12,
360113,江西省,南昌市,红谷滩区,36,01,13,
360121,江西省,南昌市,南昌县,36,01,21,
360123,江西省,南昌市,安义县,36,01,23,
360124,江西省,南昌市,进贤县,36,01,24,
360202,江西省,景德镇市,昌江区,36,02,02,
360203,江西省,景德镇市,珠山区,36,02,03,
360222,江西省,景德镇市,浮梁县,36,02,22,
360281,江西省,景德镇市,乐平市,36,02,81,
360302,江西省,萍乡市,安源区,36,03,02,
360313,江西省,萍乡市,湘东区,36,03,13,
360321,江西省,萍乡市,莲花县,36,03,21,
360322,江西省,萍乡市,上栗县,36,03,22,
360323,江西省,萍乡市,芦溪县,36,03,23,
360402,江西省,九江市,濂溪区,36,04,02,
360403,江西省,九江市,浔阳区,36,04,03,
360404,江西省,九江市,柴桑区,36,04,04,
360423,江西省,九江市,武宁县,36,04,23,
360424,江西省,九江市,修水县,36,04,24,
360425,江西省,九江市,永修县,36,04,25,
360426,江西省,九江市,德安县,36,04,26,
360428,江西省,九江市,都昌县,36,04,28,
360429,江西省,九江市,湖口县,36,04,29,
360430,江西省,九江市,彭泽县,36,04,30,
360481,江西省,九江市,瑞昌市,36,04,81,
360482,江西省,九江市,共青城市,36,04,82,
360483,江西省,九江市,庐山市,36,04,83,
360502,江西省,新余市,渝水区,36,05,02,
360521,江西省,新余市,分宜县,36,05,21,
360602,江西省,鹰潭市,月湖区,36,06,02,
360603,江西省,鹰潭市,余江区,36,06,03,
360681,江西省,鹰潭市,贵溪市,36,06,81,
360702,江西省,赣州市,章贡区,36,07,02,
360703,江西省,赣州市,南康区,36,07,03,
360704,江西省,赣州市,赣县区,36,07,04,
360722,江西省,赣州市,信丰县,36,07,22,
360723,江西省,赣州市,大余县,36,07,23,
360724,江西省,赣州市,上犹县,36,07,24,
360725,江西省,赣州市,崇义县,36,07,25,
360726,江西省,赣州市,安远县,36,07,26,
360728,江西省,赣州市,定南县,36,07,28,
360729,江西省,赣州市,全南县,36,07,29,
360730,江西省,赣州市,宁都县,36,07,30,
360731,江西省,赣州市,于都县,36,07,31,
360732,江西省,赣州市,兴国县,36,07,32,
360733,江西省,赣州市,会昌县,36,07,33,
360734,江西省,赣州市,寻乌县,36,07,34,
360735,江西省,赣州市,石城县,36,07,35,
360781,江西省,赣州市,瑞金市,36,07,81,
360783,江西省,赣州市,龙南市,36,07,83,
360802,江西省,吉安市,吉州区,36,08,02,
360803,江西省,吉安市,青原区,36,08,03,
360821,江西省,吉安市,吉安县,36,08,21,
360822,江西省,吉安市,吉水县,36,08,22,
360823,江西省,吉安市,峡江县,36,08,23,
360824,江西省,吉安市,新干县,36,08,24,
360825,江西省,吉安市,永丰县,36,08,25,
360826,江西省,吉安市,泰和县,36,08,26,
360827,江西省,吉安市,遂川县,36,08,27,
360828,江西省,吉安市,万安县,36,08,28,
360829,江西省,吉安市,安福县,36,08,29,
360830,江西省,吉安市,永新县,36,08,30,
360881,江西省,吉安市,井冈山市,36,08,81,
360902,江西省,宜春市,袁州区,36,09,02,
360921,江西省,宜春市,奉新县,36,09,21,
360922,江西省,宜春市,万载县,36,09,22,
360923,江西省,宜春市,上高县,36,09,23,
360924,江西省,宜春市,宜丰县,36,09,24,
360925,江西省,宜春市,靖安县,36,09,25,
360926,江西省,宜春市,铜鼓县,36,09,26,
360981,江西省,宜春市,丰城市,36,09,81,
360982,江西省,宜春市,樟树市,36,09,82,
360983,江西省,宜春市,高安市,36,09,83,
361002,江西省,抚州市,临川区,36,10,02,
361003,江西省,抚州市,东乡区,36,10,03,
361021,江西省,抚州市,南城县,36,10,21,
361022,江西省,抚州市,黎川县,36,10,22,
361023,江西省,抚州市,南丰县,36,10,23,
361024,江西省,抚州市,崇仁县,36,10,24,
361025,江西省,抚州市,乐安县,36,10,25,
361026,江西省,抚州市,宜黄县,36,10,26,
361027,江西省,抚州市,金溪县,36,10,27,
361028,江西省,抚州市,资溪县,36,10,28,
361030,江西省,抚州市,广昌县,36,10,30,
361102,江西省,上饶市,信州区,36,11,02,
361103,江西省,上饶市,广丰区,36,11,03,
361104,江西省,上饶市,广信区,36,11,04,
361123,江西省,上饶市,玉山县,36,11,23,
361124,江西省,上饶市,铅山县,36,11,24,
361125,江西省,上饶市,横峰县,36,11,25,
361126,江西省,上饶市,弋阳县,36,11,26,
361127,江西省,上饶市,余干县,36,11,27,
361128,江西省,上饶市,鄱阳县,36,11,28,
361129,江西省,上饶市,万年县,36,11,29,
361130,江西省,上饶市,婺源县,36,11,30,
361181,江西省,上饶市,德兴市,36,11,81,
370102,山东省,济南市,历下区,37,01,02,
370103,山东省,济南市,市中区,37,01,03,
370104,山东省,济南市,槐荫区,37,01,04,
370105,山东省,济南市,天桥区,37,01,05,
370112,山东省,济南市,历城区,37,01,12,
370113,山东省,济南市,长清区,37,01,13,
370114,山东省,济南市,章丘区,37,01,14,
370115,山东省,济南市,济阳区,37,01,15,
370116,山东省,济南市,莱芜区,37,01,16,
370117,山东省,济南市,钢城区,37,01,17,
370124,山东省,济南市,平阴县,37,01,24,
370126,山东省,济南市,商河县,37,01,26,
370202,山东省,青岛市,市南区,37,02,02,
370203,山东省,青岛市,市北区,37,02,03,
370211,山东省,青岛市,黄岛区,37,02,11,
370212,山东省,青岛市,崂山区,37,02,12,
370213,山东省,青岛市,李沧区,37,02,13,
370214,山东省,青岛市,城阳区,37,02,14,
370215,山东省,青岛市,即墨区,37,02,15,
370281,山东省,青岛市,胶州市,37,02,81,
370283,山东省,青岛市,平度市,37,02,83,
370285,山东省,青岛市,莱西市,37,02,85,
370302,山东省,淄博市,淄川区,37,03,02,
370303,山东省,淄博市,张店区,37,03,03,
370304,山东省,淄博市,博山区,37,03,04,
370305,山东省,淄博市,临淄区,37,03,05,
370306,山东省,淄博市,周村区,37,03,06,
370321,山东省,淄博市,桓台县,37,03,21,
370322,山东省,淄博市,高青县,37,03,22,
370323,山东省,淄博市,沂源县,37,03,23,
370402,山东省,枣庄市,市中区,37,04,02,
370403,山东省,枣庄市,薛城区,37,04,03,
370404,山东省,枣庄市,峄城区,37,04,04,
370405,山东省,枣庄市,台儿庄区,37,04,05,
370406,山东省,枣庄市,山亭区,37,04,06,
370481,山东省,枣庄市,滕州市,37,04,81,
370502,山东省,东营市,东营区,37,05,02,
370503,山东省,东营市,河口区,37,05,03,
370505,山东省,东营市,垦利区,37,05,05,
370522,山东省,东营市,利津县,37,05,22,
370523,山东省,东营市,广饶县,37,05,23,
370602,山东省,烟台市,芝罘区,37,06,02,
370611,山东省,烟台市,福山区,37,06,11,
370612,山东省,烟台市,牟平区,37,06,12,
370613,山东省,烟台市,莱山区,37,06,13,
370614,山东省,烟台市,蓬莱区,37,06,14,
370681,山东省,烟台市,龙口市,37,06,81,
370682,山东省,烟台市,莱阳市,37,06,82,
370683,山东省,烟台市,莱州市,37,06,83,
370685,山东省,烟台市,招远市,37,06,85,
370686,山东省,烟台市,栖霞市,37,06,86,
370687,山东省,烟台市,海阳市,37,06,87,
370702,山东省,潍坊市,潍城区,37,07,02,
370703,山东省,潍坊市,寒亭区,37,07,03,
370704,山东省,潍坊市,坊子区,37,07,04,
370705,山东省,潍坊市,奎文区,37,07,05,
370724,山东省,潍坊市,临朐县,37,07,24,
370725,山东省,潍坊市,昌乐县,37,07,25,
370781,山东省,潍坊市,青州市,37,07,81,
370782,山东省,潍坊市,诸城市,37,07,82,
370783,山东省,潍坊市,寿光市,37,07,83,
370784,山东省,潍坊市,安丘市,37,07,84,
370785,山东省,潍坊市,高密市,37,07,85,
370786,山东省,潍坊市,昌邑市,37,07,86,
370811,山东省,济宁市,任城区,37,08,11,
370812,山东省,济宁市,兖州区,37,08,12,
370826,山东省,济宁市,微山县,37,08,26,
370827,山东省,济宁市,鱼台县,37,08,27,
370828,山东省,济宁市,金乡县,37,08,28,
370829,山东省,济宁市,嘉祥县,37,08,29,
370830,山东省,济宁市,汶上县,37,08,30,
370831,山东省,济宁市,泗水县,37,08,31,
370832,山东省,济宁市,梁山县,37,08,32,
370881,山东省,济宁市,曲阜市,37,08,81,
370883,山东省,济宁市,邹城市,37,08,83,
370902,山东省,泰安市,泰山区,37,09,02,
370911,山东省,泰安市,岱岳区,37,09,11,
370921,山东省,泰安市,宁阳县,37,09,21,
370923,山东省,泰安市,东平县,37,09,23,
370982,山东省,泰安市,新泰市,37,09,82,
370983,山东省,泰安市,肥城市,37,09,83,
371002,山东省,威海市,环翠区,37,10,02,
371003,山东省,威海市,文登区,37,10,03,
371082,山东省,威海市,荣成市,37,10,82,
371083,山东省,威海市,乳山市,37,10,83,
371102,山东省,日照市,东港区,37,11,02,
371103,山东省,日照市,岚山区,37,11,03,
371121,山东省,日照市,五莲县,37,11,21,
371122,山东省,日照市,莒县,37,11,22,
371302,山东省,临沂市,兰山区,37,13,02,
371311,山东省,临沂市,罗庄区,37,13,11,
371312,山东省,临沂市,河东区,37,13,12,
371321,山东省,临沂市,沂南县,37,13,21,
371322,山东省,临沂市,郯城县,37,13,22,
