行政区划代码,省,市,县/区,省代码,市代码,县/区代码,
371323,山东省,临沂市,沂水县,37,13,23,
371324,山东省,临沂市,兰陵县,37,13,24,
371325,山东省,临沂市,费县,37,13,25,
371326,山东省,临沂市,平邑县,37,13,26,
371327,山东省,临沂市,莒南县,37,13,27,
371328,山东省,临沂市,蒙阴县,37,13,28,
371329,山东省,临沂市,临沭县,37,13,29,
371402,山东省,德州市,德城区,37,14,02,
371403,山东省,德州市,陵城区,37,14,03,
371422,山东省,德州市,宁津县,37,14,22,
371423,山东省,德州市,庆云县,37,14,23,
371424,山东省,德州市,临邑县,37,14,24,
371425,山东省,德州市,齐河县,37,14,25,
371426,山东省,德州市,平原县,37,14,26,
371427,山东省,德州市,夏津县,37,14,27,
371428,山东省,德州市,武城县,37,14,28,
371481,山东省,德州市,乐陵市,37,14,81,
371482,山东省,德州市,禹城市,37,14,82,
371502,山东省,聊城市,东昌府区,37,15,02,
371503,山东省,聊城市,茌平区,37,15,03,
371521,山东省,聊城市,阳谷县,37,15,21,
371522,山东省,聊城市,莘县,37,15,22,
371524,山东省,聊城市,东阿县,37,15,24,
371525,山东省,聊城市,冠县,37,15,25,
371526,山东省,聊城市,高唐县,37,15,26,
371581,山东省,聊城市,临清市,37,15,81,
371602,山东省,滨州市,滨城区,37,16,02,
371603,山东省,滨州市,沾化区,37,16,03,
371621,山东省,滨州市,惠民县,37,16,21,
371622,山东省,滨州市,阳信县,37,16,22,
371623,山东省,滨州市,无棣县,37,16,23,
371625,山东省,滨州市,博兴县,37,16,25,
371681,山东省,滨州市,邹平市,37,16,81,
371702,山东省,菏泽市,牡丹区,37,17,02,
371703,山东省,菏泽市,定陶区,37,17,03,
371721,山东省,菏泽市,曹县,37,17,21,
371722,山东省,菏泽市,单县,37,17,22,
371723,山东省,菏泽市,成武县,37,17,23,
371724,山东省,菏泽市,巨野县,37,17,24,
371725,山东省,菏泽市,郓城县,37,17,25,
371726,山东省,菏泽市,鄄城县,37,17,26,
371728,山东省,菏泽市,东明县,37,17,28,
410102,河南省,郑州市,中原区,41,01,02,
410103,河南省,郑州市,二七区,41,01,03,
410104,河南省,郑州市,管城回族区,41,01,04,
410105,河南省,郑州市,金水区,41,01,05,
410106,河南省,郑州市,上街区,41,01,06,
410108,河南省,郑州市,惠济区,41,01,08,
410122,河南省,郑州市,中牟县,41,01,22,
410181,河南省,郑州市,巩义市,41,01,81,
410182,河南省,郑州市,荥阳市,41,01,82,
410183,河南省,郑州市,新密市,41,01,83,
410184,河南省,郑州市,新郑市,41,01,84,
410185,河南省,郑州市,登封市,41,01,85,
410202,河南省,开封市,龙亭区,41,02,02,
410203,河南省,开封市,顺河回族区,41,02,03,
410204,河南省,开封市,鼓楼区,41,02,04,
410205,河南省,开封市,禹王台区,41,02,05,
410212,河南省,开封市,祥符区,41,02,12,
410221,河南省,开封市,杞县,41,02,21,
410222,河南省,开封市,通许县,41,02,22,
410223,河南省,开封市,尉氏县,41,02,23,
410225,河南省,开封市,兰考县,41,02,25,
410302,河南省,洛阳市,老城区,41,03,02,
410303,河南省,洛阳市,西工区,41,03,03,
410304,河南省,洛阳市,瀍河回族区,41,03,04,
410305,河南省,洛阳市,涧西区,41,03,05,
410306,河南省,洛阳市,吉利区,41,03,06,
410311,河南省,洛阳市,洛龙区,41,03,11,
410322,河南省,洛阳市,孟津县,41,03,22,
410323,河南省,洛阳市,新安县,41,03,23,
410324,河南省,洛阳市,栾川县,41,03,24,
410325,河南省,洛阳市,嵩县,41,03,25,
410326,河南省,洛阳市,汝阳县,41,03,26,
410327,河南省,洛阳市,宜阳县,41,03,27,
410328,河南省,洛阳市,洛宁县,41,03,28,
410329,河南省,洛阳市,伊川县,41,03,29,
410381,河南省,洛阳市,偃师市,41,03,81,
410402,河南省,平顶山市,新华区,41,04,02,
410403,河南省,平顶山市,卫东区,41,04,03,
410404,河南省,平顶山市,石龙区,41,04,04,
410411,河南省,平顶山市,湛河区,41,04,11,
410421,河南省,平顶山市,宝丰县,41,04,21,
410422,河南省,平顶山市,叶县,41,04,22,
410423,河南省,平顶山市,鲁山县,41,04,23,
410425,河南省,平顶山市,郏县,41,04,25,
410481,河南省,平顶山市,舞钢市,41,04,81,
410482,河南省,平顶山市,汝州市,41,04,82,
410502,河南省,安阳市,文峰区,41,05,02,
410503,河南省,安阳市,北关区,41,05,03,
410505,河南省,安阳市,殷都区,41,05,05,
410506,河南省,安阳市,龙安区,41,05,06,
410522,河南省,安阳市,安阳县,41,05,22,
410523,河南省,安阳市,汤阴县,41,05,23,
410526,河南省,安阳市,滑县,41,05,26,
410527,河南省,安阳市,内黄县,41,05,27,
410581,河南省,安阳市,林州市,41,05,81,
410602,河南省,鹤壁市,鹤山区,41,06,02,
410603,河南省,鹤壁市,山城区,41,06,03,
410611,河南省,鹤壁市,淇滨区,41,06,11,
410621,河南省,鹤壁市,浚县,41,06,21,
410622,河南省,鹤壁市,淇县,41,06,22,
410702,河南省,新乡市,红旗区,41,07,02,
410703,河南省,新乡市,卫滨区,41,07,03,
410704,河南省,新乡市,凤泉区,41,07,04,
410711,河南省,新乡市,牧野区,41,07,11,
410721,河南省,新乡市,新乡县,41,07,21,
410724,河南省,新乡市,获嘉县,41,07,24,
410725,河南省,新乡市,原阳县,41,07,25,
410726,河南省,新乡市,延津县,41,07,26,
410727,河南省,新乡市,封丘县,41,07,27,
410781,河南省,新乡市,卫辉市,41,07,81,
410782,河南省,新乡市,辉县市,41,07,82,
410783,河南省,新乡市,长垣市,41,07,83,
410802,河南省,焦作市,解放区,41,08,02,
410803,河南省,焦作市,中站区,41,08,03,
410804,河南省,焦作市,马村区,41,08,04,
410811,河南省,焦作市,山阳区,41,08,11,
410821,河南省,焦作市,修武县,41,08,21,
410822,河南省,焦作市,博爱县,41,08,22,
410823,河南省,焦作市,武陟县,41,08,23,
410825,河南省,焦作市,温县,41,08,25,
410882,河南省,焦作市,沁阳市,41,08,82,
410883,河南省,焦作市,孟州市,41,08,83,
410902,河南省,濮阳市,华龙区,41,09,02,
410922,河南省,濮阳市,清丰县,41,09,22,
410923,河南省,濮阳市,南乐县,41,09,23,
410926,河南省,濮阳市,范县,41,09,26,
410927,河南省,濮阳市,台前县,41,09,27,
410928,河南省,濮阳市,濮阳县,41,09,28,
411002,河南省,许昌市,魏都区,41,10,02,
411003,河南省,许昌市,建安区,41,10,03,
411024,河南省,许昌市,鄢陵县,41,10,24,
411025,河南省,许昌市,襄城县,41,10,25,
411081,河南省,许昌市,禹州市,41,10,81,
411082,河南省,许昌市,长葛市,41,10,82,
411102,河南省,漯河市,源汇区,41,11,02,
411103,河南省,漯河市,郾城区,41,11,03,
411104,河南省,漯河市,召陵区,41,11,04,
411121,河南省,漯河市,舞阳县,41,11,21,
411122,河南省,漯河市,临颍县,41,11,22,
411202,河南省,三门峡市,湖滨区,41,12,02,
411203,河南省,三门峡市,陕州区,41,12,03,
411221,河南省,三门峡市,渑池县,41,12,21,
411224,河南省,三门峡市,卢氏县,41,12,24,
411281,河南省,三门峡市,义马市,41,12,81,
411282,河南省,三门峡市,灵宝市,41,12,82,
411302,河南省,南阳市,宛城区,41,13,02,
411303,河南省,南阳市,卧龙区,41,13,03,
411321,河南省,南阳市,南召县,41,13,21,
411322,河南省,南阳市,方城县,41,13,22,
411323,河南省,南阳市,西峡县,41,13,23,
411324,河南省,南阳市,镇平县,41,13,24,
411325,河南省,南阳市,内乡县,41,13,25,
411326,河南省,南阳市,淅川县,41,13,26,
411327,河南省,南阳市,社旗县,41,13,27,
411328,河南省,南阳市,唐河县,41,13,28,
411329,河南省,南阳市,新野县,41,13,29,
411330,河南省,南阳市,桐柏县,41,13,30,
411381,河南省,南阳市,邓州市,41,13,81,
411402,河南省,商丘市,梁园区,41,14,02,
411403,河南省,商丘市,睢阳区,41,14,03,
411421,河南省,商丘市,民权县,41,14,21,
411422,河南省,商丘市,睢县,41,14,22,
411423,河南省,商丘市,宁陵县,41,14,23,
411424,河南省,商丘市,柘城县,41,14,24,
411425,河南省,商丘市,虞城县,41,14,25,
411426,河南省,商丘市,夏邑县,41,14,26,
411481,河南省,商丘市,永城市,41,14,81,
411502,河南省,信阳市,浉河区,41,15,02,
411503,河南省,信阳市,平桥区,41,15,03,
411521,河南省,信阳市,罗山县,41,15,21,
411522,河南省,信阳市,光山县,41,15,22,
411523,河南省,信阳市,新县,41,15,23,
411524,河南省,信阳市,商城县,41,15,24,
411525,河南省,信阳市,固始县,41,15,25,
411526,河南省,信阳市,潢川县,41,15,26,
411527,河南省,信阳市,淮滨县,41,15,27,
411528,河南省,信阳市,息县,41,15,28,
411602,河南省,周口市,川汇区,41,16,02,
411603,河南省,周口市,淮阳区,41,16,03,
411621,河南省,周口市,扶沟县,41,16,21,
411622,河南省,周口市,西华县,41,16,22,
411623,河南省,周口市,商水县,41,16,23,
411624,河南省,周口市,沈丘县,41,16,24,
411625,河南省,周口市,郸城县,41,16,25,
411627,河南省,周口市,太康县,41,16,27,
411628,河南省,周口市,鹿邑县,41,16,28,
411681,河南省,周口市,项城市,41,16,81,
411702,河南省,驻马店市,驿城区,41,17,02,
411721,河南省,驻马店市,西平县,41,17,21,
411722,河南省,驻马店市,上蔡县,41,17,22,
411723,河南省,驻马店市,平舆县,41,17,23,
411724,河南省,驻马店市,正阳县,41,17,24,
411725,河南省,驻马店市,确山县,41,17,25,
411726,河南省,驻马店市,泌阳县,41,17,26,
411727,河南省,驻马店市,汝南县,41,17,27,
411728,河南省,驻马店市,遂平县,41,17,28,
411729,河南省,驻马店市,新蔡县,41,17,29,
419001,河南省,#N/A,济源市,41,90,01,
420102,湖北省,武汉市,江岸区,42,01,02,
420103,湖北省,武汉市,江汉区,42,01,03,
420104,湖北省,武汉市,硚口区,42,01,04,
420105,湖北省,武汉市,汉阳区,42,01,05,
420106,湖北省,武汉市,武昌区,42,01,06,
420107,湖北省,武汉市,青山区,42,01,07,
420111,湖北省,武汉市,洪山区,42,01,11,
420112,湖北省,武汉市,东西湖区,42,01,12,
420113,湖北省,武汉市,汉南区,42,01,13,
420114,湖北省,武汉市,蔡甸区,42,01,14,
420115,湖北省,武汉市,江夏区,42,01,15,
420116,湖北省,武汉市,黄陂区,42,01,16,
420117,湖北省,武汉市,新洲区,42,01,17,
420202,湖北省,黄石市,黄石港区,42,02,02,
420203,湖北省,黄石市,西塞山区,42,02,03,
420204,湖北省,黄石市,下陆区,42,02,04,
420205,湖北省,黄石市,铁山区,42,02,05,
420222,湖北省,黄石市,阳新县,42,02,22,
420281,湖北省,黄石市,大冶市,42,02,81,
420302,湖北省,十堰市,茅箭区,42,03,02,
420303,湖北省,十堰市,张湾区,42,03,03,
420304,湖北省,十堰市,郧阳区,42,03,04,
420322,湖北省,十堰市,郧西县,42,03,22,
420323,湖北省,十堰市,竹山县,42,03,23,
420324,湖北省,十堰市,竹溪县,42,03,24,
420325,湖北省,十堰市,房县,42,03,25,
420381,湖北省,十堰市,丹江口市,42,03,81,
420502,湖北省,宜昌市,西陵区,42,05,02,
420503,湖北省,宜昌市,伍家岗区,42,05,03,
420504,湖北省,宜昌市,点军区,42,05,04,
420505,湖北省,宜昌市,猇亭区,42,05,05,
420506,湖北省,宜昌市,夷陵区,42,05,06,
420525,湖北省,宜昌市,远安县,42,05,25,
420526,湖北省,宜昌市,兴山县,42,05,26,
420527,湖北省,宜昌市,秭归县,42,05,27,
420528,湖北省,宜昌市,长阳土家族自治县,42,05,28,
420529,湖北省,宜昌市,五峰土家族自治县,42,05,29,
420581,湖北省,宜昌市,宜都市,42,05,81,
420582,湖北省,宜昌市,当阳市,42,05,82,
420583,湖北省,宜昌市,枝江市,42,05,83,
420602,湖北省,襄阳市,襄城区,42,06,02,
420606,湖北省,襄阳市,樊城区,42,06,06,
420607,湖北省,襄阳市,襄州区,42,06,07,
420624,湖北省,襄阳市,南漳县,42,06,24,
420625,湖北省,襄阳市,谷城县,42,06,25,
420626,湖北省,襄阳市,保康县,42,06,26,
420682,湖北省,襄阳市,老河口市,42,06,82,
420683,湖北省,襄阳市,枣阳市,42,06,83,
420684,湖北省,襄阳市,宜城市,42,06,84,
420702,湖北省,鄂州市,梁子湖区,42,07,02,
420703,湖北省,鄂州市,华容区,42,07,03,
420704,湖北省,鄂州市,鄂城区,42,07,04,
420802,湖北省,荆门市,东宝区,42,08,02,
420804,湖北省,荆门市,掇刀区,42,08,04,
420822,湖北省,荆门市,沙洋县,42,08,22,
420881,湖北省,荆门市,钟祥市,42,08,81,
420882,湖北省,荆门市,京山市,42,08,82,
420902,湖北省,孝感市,孝南区,42,09,02,
420921,湖北省,孝感市,孝昌县,42,09,21,
420922,湖北省,孝感市,大悟县,42,09,22,
420923,湖北省,孝感市,云梦县,42,09,23,
420981,湖北省,孝感市,应城市,42,09,81,
420982,湖北省,孝感市,安陆市,42,09,82,
420984,湖北省,孝感市,汉川市,42,09,84,
421002,湖北省,荆州市,沙市区,42,10,02,
421003,湖北省,荆州市,荆州区,42,10,03,
421022,湖北省,荆州市,公安县,42,10,22,
421024,湖北省,荆州市,江陵县,42,10,24,
421081,湖北省,荆州市,石首市,42,10,81,
421083,湖北省,荆州市,洪湖市,42,10,83,
421087,湖北省,荆州市,松滋市,42,10,87,
421088,湖北省,荆州市,监利市,42,10,88,
421102,湖北省,黄冈市,黄州区,42,11,02,
421121,湖北省,黄冈市,团风县,42,11,21,
421122,湖北省,黄冈市,红安县,42,11,22,
421123,湖北省,黄冈市,罗田县,42,11,23,
421124,湖北省,黄冈市,英山县,42,11,24,
421125,湖北省,黄冈市,浠水县,42,11,25,
421126,湖北省,黄冈市,蕲春县,42,11,26,
421127,湖北省,黄冈市,黄梅县,42,11,27,
421181,湖北省,黄冈市,麻城市,42,11,81,
421182,湖北省,黄冈市,武穴市,42,11,82,
421202,湖北省,咸宁市,咸安区,42,12,02,
421221,湖北省,咸宁市,嘉鱼县,42,12,21,
421222,湖北省,咸宁市,通城县,42,12,22,
421223,湖北省,咸宁市,崇阳县,42,12,23,
421224,湖北省,咸宁市,通山县,42,12,24,
421281,湖北省,咸宁市,赤壁市,42,12,81,
421303,湖北省,随州市,曾都区,42,13,03,
421321,湖北省,随州市,随县,42,13,21,
421381,湖北省,随州市,广水市,42,13,81,
422801,湖北省,恩施土家族苗族自治州,恩施市,42,28,01,
422802,湖北省,恩施土家族苗族自治州,利川市,42,28,02,
422822,湖北省,恩施土家族苗族自治州,建始县,42,28,22,
422823,湖北省,恩施土家族苗族自治州,巴东县,42,28,23,
422825,湖北省,恩施土家族苗族自治州,宣恩县,42,28,25,
422826,湖北省,恩施土家族苗族自治州,咸丰县,42,28,26,
422827,湖北省,恩施土家族苗族自治州,来凤县,42,28,27,
422828,湖北省,恩施土家族苗族自治州,鹤峰县,42,28,28,
429004,湖北省,#N/A,仙桃市,42,90,04,
429005,湖北省,#N/A,潜江市,42,90,05,
429006,湖北省,#N/A,天门市,42,90,06,
429021,湖北省,#N/A,神农架林区,42,90,21,
430102,湖南省,长沙市,芙蓉区,43,01,02,
430103,湖南省,长沙市,天心区,43,01,03,
430104,湖南省,长沙市,岳麓区,43,01,04,
430105,湖南省,长沙市,开福区,43,01,05,
430111,湖南省,长沙市,雨花区,43,01,11,
430112,湖南省,长沙市,望城区,43,01,12,
430121,湖南省,长沙市,长沙县,43,01,21,
430181,湖南省,长沙市,浏阳市,43,01,81,
430182,湖南省,长沙市,宁乡市,43,01,82,
430202,湖南省,株洲市,荷塘区,43,02,02,
430203,湖南省,株洲市,芦淞区,43,02,03,
430204,湖南省,株洲市,石峰区,43,02,04,
430211,湖南省,株洲市,天元区,43,02,11,
430212,湖南省,株洲市,渌口区,43,02,12,
430223,湖南省,株洲市,攸县,43,02,23,
430224,湖南省,株洲市,茶陵县,43,02,24,
430225,湖南省,株洲市,炎陵县,43,02,25,
430281,湖南省,株洲市,醴陵市,43,02,81,
430302,湖南省,湘潭市,雨湖区,43,03,02,
430304,湖南省,湘潭市,岳塘区,43,03,04,
430321,湖南省,湘潭市,湘潭县,43,03,21,
430381,湖南省,湘潭市,湘乡市,43,03,81,
430382,湖南省,湘潭市,韶山市,43,03,82,
430405,湖南省,衡阳市,珠晖区,43,04,05,
430406,湖南省,衡阳市,雁峰区,43,04,06,
430407,湖南省,衡阳市,石鼓区,43,04,07,
430408,湖南省,衡阳市,蒸湘区,43,04,08,
430412,湖南省,衡阳市,南岳区,43,04,12,
430421,湖南省,衡阳市,衡阳县,43,04,21,
430422,湖南省,衡阳市,衡南县,43,04,22,
430423,湖南省,衡阳市,衡山县,43,04,23,
430424,湖南省,衡阳市,衡东县,43,04,24,
430426,湖南省,衡阳市,祁东县,43,04,26,
430481,湖南省,衡阳市,耒阳市,43,04,81,
430482,湖南省,衡阳市,常宁市,43,04,82,
430502,湖南省,邵阳市,双清区,43,05,02,
430503,湖南省,邵阳市,大祥区,43,05,03,
430511,湖南省,邵阳市,北塔区,43,05,11,
430522,湖南省,邵阳市,新邵县,43,05,22,
430523,湖南省,邵阳市,邵阳县,43,05,23,
430524,湖南省,邵阳市,隆回县,43,05,24,
430525,湖南省,邵阳市,洞口县,43,05,25,
430527,湖南省,邵阳市,绥宁县,43,05,27,
430528,湖南省,邵阳市,新宁县,43,05,28,
430529,湖南省,邵阳市,城步苗族自治县,43,05,29,
430581,湖南省,邵阳市,武冈市,43,05,81,
430582,湖南省,邵阳市,邵东市,43,05,82,
430602,湖南省,岳阳市,岳阳楼区,43,06,02,
430603,湖南省,岳阳市,云溪区,43,06,03,
430611,湖南省,岳阳市,君山区,43,06,11,
430621,湖南省,岳阳市,岳阳县,43,06,21,
430623,湖南省,岳阳市,华容县,43,06,23,
430624,湖南省,岳阳市,湘阴县,43,06,24,
430626,湖南省,岳阳市,平江县,43,06,26,
430681,湖南省,岳阳市,汨罗市,43,06,81,
430682,湖南省,岳阳市,临湘市,43,06,82,
430702,湖南省,常德市,武陵区,43,07,02,
430703,湖南省,常德市,鼎城区,43,07,03,
430721,湖南省,常德市,安乡县,43,07,21,
430722,湖南省,常德市,汉寿县,43,07,22,
430723,湖南省,常德市,澧县,43,07,23,
430724,湖南省,常德市,临澧县,43,07,24,
430725,湖南省,常德市,桃源县,43,07,25,
430726,湖南省,常德市,石门县,43,07,26,
430781,湖南省,常德市,津市市,43,07,81,
430802,湖南省,张家界市,永定区,43,08,02,
430811,湖南省,张家界市,武陵源区,43,08,11,
430821,湖南省,张家界市,慈利县,43,08,21,
430822,湖南省,张家界市,桑植县,43,08,22,
430902,湖南省,益阳市,资阳区,43,09,02,
430903,湖南省,益阳市,赫山区,43,09,03,
430921,湖南省,益阳市,南县,43,09,21,
430922,湖南省,益阳市,桃江县,43,09,22,
430923,湖南省,益阳市,安化县,43,09,23,
430981,湖南省,益阳市,沅江市,43,09,81,
431002,湖南省,郴州市,北湖区,43,10,02,
431003,湖南省,郴州市,苏仙区,43,10,03,
431021,湖南省,郴州市,桂阳县,43,10,21,
431022,湖南省,郴州市,宜章县,43,10,22,
431023,湖南省,郴州市,永兴县,43,10,23,
431024,湖南省,郴州市,嘉禾县,43,10,24,
431025,湖南省,郴州市,临武县,43,10,25,
431026,湖南省,郴州市,汝城县,43,10,26,
431027,湖南省,郴州市,桂东县,43,10,27,
431028,湖南省,郴州市,安仁县,43,10,28,
431081,湖南省,郴州市,资兴市,43,10,81,
431102,湖南省,永州市,零陵区,43,11,02,
431103,湖南省,永州市,冷水滩区,43,11,03,
431121,湖南省,永州市,祁阳县,43,11,21,
431122,湖南省,永州市,东安县,43,11,22,
431123,湖南省,永州市,双牌县,43,11,23,
431124,湖南省,永州市,道县,43,11,24,
431125,湖南省,永州市,江永县,43,11,25,
431126,湖南省,永州市,宁远县,43,11,26,
431127,湖南省,永州市,蓝山县,43,11,27,
431128,湖南省,永州市,新田县,43,11,28,
431129,湖南省,永州市,江华瑶族自治县,43,11,29,
431202,湖南省,怀化市,鹤城区,43,12,02,
431221,湖南省,怀化市,中方县,43,12,21,
431222,湖南省,怀化市,沅陵县,43,12,22,
431223,湖南省,怀化市,辰溪县,43,12,23,
431224,湖南省,怀化市,溆浦县,43,12,24,
431225,湖南省,怀化市,会同县,43,12,25,
431226,湖南省,怀化市,麻阳苗族自治县,43,12,26,
431227,湖南省,怀化市,新晃侗族自治县,43,12,27,
431228,湖南省,怀化市,芷江侗族自治县,43,12,28,
431229,湖南省,怀化市,靖州苗族侗族自治县,43,12,29,
431230,湖南省,怀化市,通道侗族自治县,43,12,30,
431281,湖南省,怀化市,洪江市,43,12,81,
431302,湖南省,娄底市,娄星区,43,13,02,
431321,湖南省,娄底市,双峰县,43,13,21,
431322,湖南省,娄底市,新化县,43,13,22,
431381,湖南省,娄底市,冷水江市,43,13,81,
431382,湖南省,娄底市,涟源市,43,13,82,
433101,湖南省,湘西土家族苗族自治州,吉首市,43,31,01,
433122,湖南省,湘西土家族苗族自治州,泸溪县,43,31,22,
433123,湖南省,湘西土家族苗族自治州,凤凰县,43,31,23,
433124,湖南省,湘西土家族苗族自治州,花垣县,43,31,24,
433125,湖南省,湘西土家族苗族自治州,保靖县,43,31,25,
433126,湖南省,湘西土家族苗族自治州,古丈县,43,31,26,
433127,湖南省,湘西土家族苗族自治州,永顺县,43,31,27,
433130,湖南省,湘西土家族苗族自治州,龙山县,43,31,30,
440103,广东省,广州市,荔湾区,44,01,03,
440104,广东省,广州市,越秀区,44,01,04,
440105,广东省,广州市,海珠区,44,01,05,
440106,广东省,广州市,天河区,44,01,06,
440111,广东省,广州市,白云区,44,01,11,
440112,广东省,广州市,黄埔区,44,01,12,
440113,广东省,广州市,番禺区,44,01,13,
440114,广东省,广州市,花都区,44,01,14,
440115,广东省,广州市,南沙区,44,01,15,
440117,广东省,广州市,从化区,44,01,17,
440118,广东省,广州市,增城区,44,01,18,
440203,广东省,韶关市,武江区,44,02,03,
440204,广东省,韶关市,浈江区,44,02,04,
440205,广东省,韶关市,曲江区,44,02,05,
440222,广东省,韶关市,始兴县,44,02,22,
440224,广东省,韶关市,仁化县,44,02,24,
440229,广东省,韶关市,翁源县,44,02,29,
440232,广东省,韶关市,乳源瑶族自治县,44,02,32,
440233,广东省,韶关市,新丰县,44,02,33,
440281,广东省,韶关市,乐昌市,44,02,81,
440282,广东省,韶关市,南雄市,44,02,82,
440303,广东省,深圳市,罗湖区,44,03,03,
440304,广东省,深圳市,福田区,44,03,04,
440305,广东省,深圳市,南山区,44,03,05,
440306,广东省,深圳市,宝安区,44,03,06,
440307,广东省,深圳市,龙岗区,44,03,07,
440308,广东省,深圳市,盐田区,44,03,08,
440309,广东省,深圳市,龙华区,44,03,09,
440310,广东省,深圳市,坪山区,44,03,10,
440311,广东省,深圳市,光明区,44,03,11,
440402,广东省,珠海市,香洲区,44,04,02,
440403,广东省,珠海市,斗门区,44,04,03,
440404,广东省,珠海市,金湾区,44,04,04,
440507,广东省,汕头市,龙湖区,44,05,07,
440511,广东省,汕头市,金平区,44,05,11,
440512,广东省,汕头市,濠江区,44,05,12,
440513,广东省,汕头市,潮阳区,44,05,13,
440514,广东省,汕头市,潮南区,44,05,14,
440515,广东省,汕头市,澄海区,44,05,15,
440523,广东省,汕头市,南澳县,44,05,23,
440604,广东省,佛山市,禅城区,44,06,04,
440605,广东省,佛山市,南海区,44,06,05,
440606,广东省,佛山市,顺德区,44,06,06,
440607,广东省,佛山市,三水区,44,06,07,
440608,广东省,佛山市,高明区,44,06,08,
440703,广东省,江门市,蓬江区,44,07,03,
440704,广东省,江门市,江海区,44,07,04,
440705,广东省,江门市,新会区,44,07,05,
440781,广东省,江门市,台山市,44,07,81,
440783,广东省,江门市,开平市,44,07,83,
440784,广东省,江门市,鹤山市,44,07,84,
440785,广东省,江门市,恩平市,44,07,85,
440802,广东省,湛江市,赤坎区,44,08,02,
440803,广东省,湛江市,霞山区,44,08,03,
440804,广东省,湛江市,坡头区,44,08,04,
440811,广东省,湛江市,麻章区,44,08,11,
440823,广东省,湛江市,遂溪县,44,08,23,
440825,广东省,湛江市,徐闻县,44,08,25,
440881,广东省,湛江市,廉江市,44,08,81,
440882,广东省,湛江市,雷州市,44,08,82,
440883,广东省,湛江市,吴川市,44,08,83,
440902,广东省,茂名市,茂南区,44,09,02,
440904,广东省,茂名市,电白区,44,09,04,
440981,广东省,茂名市,高州市,44,09,81,
440982,广东省,茂名市,化州市,44,09,82,
440983,广东省,茂名市,信宜市,44,09,83,
441202,广东省,肇庆市,端州区,44,12,02,
441203,广东省,肇庆市,鼎湖区,44,12,03,
441204,广东省,肇庆市,高要区,44,12,04,
441223,广东省,肇庆市,广宁县,44,12,23,
441224,广东省,肇庆市,怀集县,44,12,24,
441225,广东省,肇庆市,封开县,44,12,25,
441226,广东省,肇庆市,德庆县,44,12,26,
441284,广东省,肇庆市,四会市,44,12,84,
441302,广东省,惠州市,惠城区,44,13,02,
441303,广东省,惠州市,惠阳区,44,13,03,
441322,广东省,惠州市,博罗县,44,13,22,
441323,广东省,惠州市,惠东县,44,13,23,
441324,广东省,惠州市,龙门县,44,13,24,
441402,广东省,梅州市,梅江区,44,14,02,
441403,广东省,梅州市,梅县区,44,14,03,
441422,广东省,梅州市,大埔县,44,14,22,
441423,广东省,梅州市,丰顺县,44,14,23,
441424,广东省,梅州市,五华县,44,14,24,
441426,广东省,梅州市,平远县,44,14,26,
441427,广东省,梅州市,蕉岭县,44,14,27,
441481,广东省,梅州市,兴宁市,44,14,81,
441502,广东省,汕尾市,城区,44,15,02,
441521,广东省,汕尾市,海丰县,44,15,21,
441523,广东省,汕尾市,陆河县,44,15,23,
441581,广东省,汕尾市,陆丰市,44,15,81,
441602,广东省,河源市,源城区,44,16,02,
441621,广东省,河源市,紫金县,44,16,21,
441622,广东省,河源市,龙川县,44,16,22,
441623,广东省,河源市,连平县,44,16,23,
441624,广东省,河源市,和平县,44,16,24,
441625,广东省,河源市,东源县,44,16,25,
441702,广东省,阳江市,江城区,44,17,02,
441704,广东省,阳江市,阳东区,44,17,04,
441721,广东省,阳江市,阳西县,44,17,21,
441781,广东省,阳江市,阳春市,44,17,81,
441802,广东省,清远市,清城区,44,18,02,
441803,广东省,清远市,清新区,44,18,03,
441821,广东省,清远市,佛冈县,44,18,21,
441823,广东省,清远市,阳山县,44,18,23,
441825,广东省,清远市,连山壮族瑶族自治县,44,18,25,
441826,广东省,清远市,连南瑶族自治县,44,18,26,
441881,广东省,清远市,英德市,44,18,81,
441882,广东省,清远市,连州市,44,18,82,
445102,广东省,潮州市,湘桥区,44,51,02,
445103,广东省,潮州市,潮安区,44,51,03,
445122,广东省,潮州市,饶平县,44,51,22,
445202,广东省,揭阳市,榕城区,44,52,02,
445203,广东省,揭阳市,揭东区,44,52,03,
445222,广东省,揭阳市,揭西县,44,52,22,
445224,广东省,揭阳市,惠来县,44,52,24,
445281,广东省,揭阳市,普宁市,44,52,81,
445302,广东省,云浮市,云城区,44,53,02,
445303,广东省,云浮市,云安区,44,53,03,
445321,广东省,云浮市,新兴县,44,53,21,
445322,广东省,云浮市,郁南县,44,53,22,
445381,广东省,云浮市,罗定市,44,53,81,
450102,广西壮族自治区,南宁市,兴宁区,45,01,02,
450103,广西壮族自治区,南宁市,青秀区,45,01,03,
450105,广西壮族自治区,南宁市,江南区,45,01,05,
450107,广西壮族自治区,南宁市,西乡塘区,45,01,07,
450108,广西壮族自治区,南宁市,良庆区,45,01,08,
450109,广西壮族自治区,南宁市,邕宁区,45,01,09,
450110,广西壮族自治区,南宁市,武鸣区,45,01,10,
450123,广西壮族自治区,南宁市,隆安县,45,01,23,
450124,广西壮族自治区,南宁市,马山县,45,01,24,
450125,广西壮族自治区,南宁市,上林县,45,01,25,
450126,广西壮族自治区,南宁市,宾阳县,45,01,26,
